0.00400,0.00211,0.00189,5
0.02929,0.02876,0.00053,5
0.09902,0.09856,0.00046,5
0.14439,0.14429,0.00010,5
0.25008,0.24811,0.00198,5
0.28129,0.27992,0.00137,5
0.29645,0.29446,0.00199,5
0.36450,0.36440,0.00010,5
0.56709,0.56699,0.00010,5
0.59136,0.58949,0.00187,5
0.59701,0.59691,0.00010,5
0.68455,0.68406,0.00049,5
0.68754,0.68580,0.00174,5
0.76030,0.75984,0.00046,5
1.05511,1.05438,0.00073,5
1.15800,1.15707,0.00093,5
1.27901,1.27813,0.00088,5
1.28017,1.27901,0.00116,5
1.34592,1.34476,0.00117,5
1.43724,1.43666,0.00057,5
1.44474,1.44297,0.00177,5
1.47462,1.47409,0.00054,5
1.48121,1.48039,0.00082,5
1.48184,1.48121,0.00063,5
1.54521,1.54436,0.00085,5
1.55518,1.55459,0.00060,5
1.72796,1.72786,0.00010,5
1.80965,1.80646,0.00319,5
1.81613,1.81603,0.00010,5
1.88034,1.88016,0.00019,5
1.90699,1.90661,0.00038,5
2.08163,2.08090,0.00073,5
2.18518,2.18385,0.00134,5
2.19418,2.19355,0.00062,5
2.20869,2.20819,0.00050,5
2.23337,2.23130,0.00207,5
2.26903,2.26737,0.00166,5
2.27015,2.26903,0.00112,5
2.29141,2.29007,0.00134,5
2.32454,2.32383,0.00071,5
2.40058,2.40034,0.00024,5
2.46885,2.46794,0.00091,5
2.49323,2.49313,0.00010,5
2.54112,2.54064,0.00048,5
2.55045,2.54964,0.00082,5
2.57449,2.57379,0.00069,5
2.68295,2.68285,0.00010,5
2.70832,2.70822,0.00010,5
2.75106,2.75096,0.00010,5
2.78948,2.78808,0.00140,5
2.82605,2.82354,0.00251,5
2.86075,2.86065,0.00010,5
2.86492,2.86482,0.00010,5
2.93537,2.93428,0.00109,5
3.00212,3.00056,0.00157,5
3.03080,3.02905,0.00175,5
3.05251,3.05223,0.00028,5
3.12210,3.12133,0.00077,5
3.13243,3.13233,0.00010,5
3.14480,3.14462,0.00018,5
3.16212,3.16202,0.00010,5
3.25240,3.25025,0.00215,5
3.37020,3.37010,0.00010,5
3.39855,3.39804,0.00052,5
3.48970,3.48960,0.00010,5
3.49164,3.48984,0.00180,5
3.50651,3.50485,0.00166,5
3.51555,3.51492,0.00063,5
3.58358,3.58174,0.00185,5
3.59875,3.59821,0.00054,5
3.66389,3.66379,0.00010,5
3.70221,3.70130,0.00091,5
3.79885,3.79875,0.00010,5
3.80501,3.80481,0.00020,5
3.86664,3.86446,0.00217,5
4.02305,4.02265,0.00040,5
4.13470,4.13460,0.00010,5
4.16620,4.16604,0.00016,5
4.42042,4.41942,0.00101,5
4.42567,4.42557,0.00010,5
4.49143,4.49133,0.00010,5
4.50088,4.49922,0.00166,5
4.57135,4.57125,0.00010,5
4.57407,4.57375,0.00032,5
4.65693,4.65524,0.00169,5
4.70169,4.70159,0.00010,5
4.78940,4.78643,0.00297,5
4.83518,4.83508,0.00010,5
4.92400,4.92222,0.00178,5
4.95380,4.95196,0.00184,5
5.00881,5.00704,0.00177,5
5.07338,5.07308,0.00030,5
5.09919,5.09809,0.00110,5
5.12922,5.12912,0.00010,5
5.21523,5.21513,0.00010,5
5.27842,5.27805,0.00038,5
5.29713,5.29636,0.00077,5
5.37674,5.37641,0.00033,5
5.51261,5.51251,0.00010,5
5.51716,5.51706,0.00010,5
5.73343,5.73333,0.00010,5
5.78293,5.78283,0.00010,5
5.94619,5.94456,0.00162,5
5.96090,5.95928,0.00162,5
6.15768,6.15601,0.00167,5
6.16510,6.16428,0.00082,5
6.22642,6.22632,0.00010,5
6.34031,6.33907,0.00124,5
6.34374,6.34364,0.00010,5
6.37529,6.37432,0.00097,5
6.38688,6.38530,0.00158,5
6.45368,6.45358,0.00010,5
6.48620,6.48610,0.00010,5
6.62135,6.62125,0.00010,5
6.69145,6.69135,0.00010,5
6.89908,6.89898,0.00010,5
6.92156,6.92033,0.00122,5
6.97588,6.97578,0.00010,5
6.97686,6.97676,0.00010,5
6.98312,6.98094,0.00218,5
7.00760,7.00704,0.00056,5
7.02180,7.02093,0.00087,5
7.03853,7.03564,0.00289,5
7.06470,7.06403,0.00067,5
7.12633,7.12565,0.00068,5
7.14652,7.14598,0.00055,5
7.17136,7.16916,0.00220,5
7.26679,7.26572,0.00108,5
7.35804,7.35594,0.00209,5
7.43970,7.43758,0.00212,5
7.49648,7.49484,0.00164,5
7.57543,7.57356,0.00187,5
7.64532,7.64421,0.00111,5
7.65645,7.65635,0.00010,5
7.75760,7.75750,0.00010,5
7.76365,7.76214,0.00151,5
7.85058,7.84923,0.00136,5
7.87818,7.87794,0.00024,5
7.88400,7.88196,0.00204,5
8.05892,8.05882,0.00010,5
8.09146,8.09070,0.00076,5
8.09817,8.09755,0.00062,5
8.14536,8.14462,0.00074,5
8.21145,8.21135,0.00010,5
8.23229,8.23139,0.00090,5
8.31406,8.31393,0.00013,5
8.47020,8.47010,0.00010,5
8.47347,8.47323,0.00024,5
8.63644,8.63570,0.00073,5
8.63795,8.63680,0.00116,5
8.69722,8.69457,0.00265,5
8.72630,8.72539,0.00092,5
