0.00000,nan,nan,nan,nan,0.50000,0.00000
0.50000,0.02727,0.14028,0.20490,0.21376,0.45220,0.99578
1.00000,0.01818,0.18064,0.24226,0.44931,0.39404,0.46371
1.50000,0.03546,0.17495,0.21393,0.21460,0.34280,0.98986
2.00000,0.01434,0.14149,0.32739,0.33669,0.30611,0.45048
2.50000,0.03064,0.17084,0.20542,0.21530,0.26055,0.98778
3.00000,0.01202,0.11598,0.23380,0.38807,0.23594,0.42160
3.50000,0.03635,0.16202,0.21146,0.23467,0.19617,0.97671
4.00000,0.01667,0.15811,0.25191,0.40812,0.15945,0.46268
4.50000,0.02834,0.14892,0.16498,0.17232,0.12706,0.99263
5.00000,0.01384,0.12725,0.27388,0.28295,0.10240,0.39742
5.50000,0.04718,0.19302,0.28217,0.30507,0.05869,0.99240
6.00000,0.02054,0.20245,0.35936,0.38209,0.01347,0.52451
6.50000,0.00092,0.00244,0.00274,0.00294,0.02758,0.23098
7.00000,0.02860,0.16577,0.19817,0.20946,0.00000,0.96283
7.50000,0.01457,0.14893,0.28557,0.32039,0.00000,0.56795
8.00000,0.00068,0.00210,0.00277,0.00297,0.01402,0.16125
8.50000,0.03975,0.21398,0.28269,0.30374,0.00000,0.99926
9.00000,0.01946,0.17985,0.34351,0.36412,0.00000,0.51885
9.50000,0.00087,0.00238,0.00295,0.00358,0.01379,0.24907
10.00000,0.03162,0.19826,0.21121,0.22683,0.00000,0.99158
10.50000,0.01473,0.12834,0.34086,0.42072,0.00000,0.42636
11.00000,0.02194,0.13531,0.15315,0.15927,0.00000,1.00000
11.50000,0.01012,0.11178,0.15839,0.24439,0.00000,0.37304
12.00000,0.02222,0.08254,0.18522,0.25738,0.00000,0.99694
12.50000,0.02291,0.20100,0.33818,0.37574,0.00000,0.61616
13.00000,0.00080,0.00181,0.00252,0.00325,0.01380,0.20273
13.50000,0.03658,0.21102,0.24122,0.24287,0.00000,1.00000
14.00000,0.01976,0.21728,0.26932,0.38090,0.00000,0.44169
14.50000,0.04790,0.25047,0.35025,0.37832,0.00000,0.97955
15.00000,0.01852,0.18804,0.34776,0.36873,0.00000,0.46946
15.50000,0.02984,0.18636,0.29942,0.31817,0.00000,0.95968
16.00000,0.01418,0.14235,0.24648,0.41472,0.00000,0.41235
16.50000,0.03416,0.16018,0.19900,0.20777,0.00000,0.98847
17.00000,0.02130,0.20656,0.28824,0.43499,0.00000,0.55745
17.50000,0.00077,0.00240,0.00294,0.00316,0.01341,0.18420
18.00000,0.03820,0.21374,0.29539,0.32968,0.00000,0.98564
18.50000,0.01985,0.15791,0.31263,0.39629,0.00000,0.44686
19.00000,0.03036,0.18421,0.20504,0.21022,0.00000,0.99605
19.50000,0.02210,0.17423,0.35151,0.45666,0.00000,0.42606
20.00000,0.02710,0.17758,0.19776,0.20761,0.00000,0.99104
20.50000,0.01500,0.13336,0.29895,0.33943,0.00000,0.38456
21.00000,0.03958,0.19665,0.21687,0.21890,0.00000,0.99096
21.50000,0.02186,0.19430,0.35195,0.44834,0.00000,0.49773
22.00000,0.03276,0.13805,0.22059,0.27269,0.00000,0.99495
22.50000,0.00751,0.00300,0.16405,0.26799,0.01290,0.36180
23.00000,0.02890,0.11771,0.20648,0.23779,0.00000,1.00000
23.50000,0.01038,0.10664,0.19910,0.25090,0.00000,0.45719
24.00000,0.04173,0.19410,0.23227,0.23270,0.00000,0.99751
24.50000,0.01781,0.16466,0.33866,0.37125,0.00000,0.49746
25.00000,0.03952,0.20629,0.22883,0.24202,0.00000,0.98719
25.50000,0.02306,0.22597,0.38583,0.41190,0.00000,0.50874
26.00000,0.00082,0.00209,0.00296,0.00333,0.01287,0.21562
26.50000,0.04954,0.20268,0.28945,0.30741,0.00000,0.98604
27.00000,0.01545,0.15963,0.29310,0.32962,0.00000,0.42926
27.50000,0.04342,0.20831,0.27659,0.28417,0.00000,0.93236
28.00000,0.01095,0.13693,0.18200,0.28523,0.00000,0.43757
28.50000,0.03272,0.15285,0.25208,0.31849,0.00000,0.98120
29.00000,0.01904,0.17055,0.33797,0.42525,0.00000,0.48223
29.50000,0.02265,0.12560,0.15119,0.15499,0.00000,0.99111
30.00000,0.01151,0.12768,0.21900,0.26551,0.00000,0.42799
30.50000,0.02086,0.10773,0.14341,0.14737,0.00000,0.99281
31.00000,0.01944,0.19481,0.28937,0.35352,0.00000,0.53915
31.50000,0.00100,0.00255,0.00316,0.00341,0.01209,0.28722
32.00000,0.03419,0.23143,0.31024,0.36697,0.00000,0.96781
32.50000,0.02222,0.20608,0.33657,0.49135,0.00000,0.47272
33.00000,0.04610,0.25036,0.28100,0.29969,0.00000,0.97469
33.50000,0.02448,0.21820,0.41151,0.52926,0.00000,0.53110
34.00000,0.00085,0.00227,0.00299,0.00355,0.01109,0.19974
34.50000,0.03583,0.17084,0.20412,0.22617,0.00000,0.96407
35.00000,0.01277,0.13706,0.22192,0.42569,0.00000,0.46749
35.50000,0.04364,0.26411,0.33853,0.35628,0.00000,0.98234
36.00000,0.02592,0.24314,0.34101,0.43600,0.00000,0.53907
36.50000,0.00084,0.00265,0.00330,0.00375,0.01023,0.22094
37.00000,0.02072,0.13755,0.22346,0.24969,0.00000,0.99824
37.50000,0.02494,0.20991,0.33776,0.37473,0.00000,0.49371
38.00000,0.03019,0.14211,0.19973,0.20235,0.00000,0.97854
38.50000,0.01393,0.14304,0.22668,0.35983,0.00000,0.42700
39.00000,0.02123,0.12668,0.21292,0.21397,0.00000,0.98979
39.50000,0.02004,0.19237,0.29822,0.38112,0.00000,0.47490
40.00000,0.02194,0.14244,0.17992,0.18643,0.00000,0.97778
40.50000,0.01303,0.12730,0.27864,0.31151,0.00000,0.48173
41.00000,0.03810,0.22069,0.29347,0.31277,0.00000,0.99762
41.50000,0.02217,0.20251,0.35679,0.37511,0.00000,0.58201
42.00000,0.00079,0.00225,0.00246,0.00320,0.00967,0.18416
42.50000,0.02401,0.11826,0.14301,0.14616,0.00000,0.95278
43.00000,0.00874,0.09743,0.15088,0.31703,0.00000,0.39433
43.50000,0.02608,0.16431,0.22096,0.25555,0.00000,0.98890
44.00000,0.01256,0.15034,0.21596,0.28911,0.00000,0.44479
44.50000,0.03344,0.15465,0.22376,0.22659,0.00000,0.98775
45.00000,0.01800,0.16884,0.34224,0.37218,0.00000,0.44342
45.50000,0.02578,0.14990,0.19858,0.23268,0.00000,0.99260
46.00000,0.01716,0.16754,0.28665,0.31111,0.00000,0.46848
46.50000,0.02946,0.18301,0.25602,0.31740,0.00000,0.99690
47.00000,0.02001,0.19171,0.34792,0.39673,0.00000,0.48398
47.50000,0.01546,0.10223,0.12160,0.12525,0.00000,0.98743
48.00000,0.01112,0.12109,0.16460,0.25443,0.00000,0.42855
48.50000,0.03184,0.16971,0.17291,0.17360,0.00000,0.98800
49.00000,0.01434,0.16256,0.25564,0.29051,0.00000,0.47341
49.50000,0.02484,0.14324,0.18284,0.22622,0.00000,0.99527
50.00000,0.01477,0.15819,0.30493,0.35686,0.00000,0.49181
50.50000,0.02459,0.11777,0.20741,0.20819,0.00000,0.97631
51.00000,0.02945,0.23508,0.42957,0.51250,0.00000,0.55100
51.50000,0.00090,0.00226,0.00252,0.00314,0.00889,0.25649
52.00000,0.02861,0.18716,0.24427,0.25722,0.00000,0.99172
52.50000,0.02757,0.21618,0.41275,0.49106,0.00000,0.57723
53.00000,0.00087,0.00205,0.00263,0.00330,0.00678,0.21107
53.50000,0.02849,0.20014,0.22143,0.22572,0.00000,0.97423
54.00000,0.01889,0.17418,0.33816,0.35296,0.00000,0.44298
54.50000,0.03854,0.20467,0.33063,0.35689,0.00000,0.97349
55.00000,0.02012,0.19087,0.35780,0.38787,0.00000,0.49196
55.50000,0.02488,0.15624,0.18834,0.20955,0.00000,1.00000
56.00000,0.01073,0.00315,0.26482,0.29845,0.00540,0.45926
56.50000,0.02272,0.19707,0.23030,0.25613,0.00000,0.96045
57.00000,0.02095,0.17693,0.32575,0.34196,0.00000,0.44563
57.50000,0.03654,0.20117,0.26284,0.26640,0.00000,0.97243
58.00000,0.00874,0.09660,0.16266,0.21940,0.00000,0.38945
58.50000,0.04590,0.25554,0.28978,0.29939,0.00000,0.99547
59.00000,0.02991,0.25260,0.41265,0.46392,0.00000,0.57494
59.50000,0.00076,0.00215,0.00298,0.00312,0.00461,0.16924
60.00000,0.03661,0.22200,0.25972,0.28846,0.00000,0.99748
60.50000,0.01975,0.20517,0.35133,0.37410,0.00000,0.58033
61.00000,0.00086,0.00215,0.00246,0.00273,0.00377,0.23315
61.50000,0.02882,0.15398,0.26111,0.29568,0.00000,1.00000
62.00000,0.00951,0.10161,0.17855,0.23368,0.00000,0.39803
62.50000,0.03462,0.21317,0.26399,0.32224,0.00000,0.99256
63.00000,0.01553,0.16026,0.23021,0.34740,0.00000,0.42102
63.50000,0.02749,0.13316,0.16027,0.17136,0.00000,0.99013
64.00000,0.01555,0.14553,0.27189,0.30351,0.00000,0.39577
64.50000,0.02693,0.14993,0.18517,0.20633,0.00000,0.99103
65.00000,0.01805,0.15880,0.33397,0.42396,0.00000,0.50839
65.50000,0.00087,0.00228,0.00252,0.00254,0.00336,0.17880
66.00000,0.02642,0.17027,0.20585,0.21754,0.00000,0.96931
66.50000,0.02946,0.22161,0.41463,0.50974,0.00000,0.56063
67.00000,0.00080,0.00243,0.00323,0.00426,0.00287,0.21516
67.50000,0.03984,0.20979,0.28143,0.35293,0.00000,0.99934
68.00000,0.01919,0.20148,0.23907,0.36490,0.00000,0.55600
68.50000,0.00080,0.00231,0.00336,0.00388,0.00245,0.18378
69.00000,0.02716,0.11711,0.14460,0.14472,0.00000,0.98727
69.50000,0.01876,0.17961,0.30225,0.31053,0.00000,0.54306
70.00000,0.00091,0.00259,0.00301,0.00327,0.00226,0.23391
70.50000,0.02322,0.13613,0.18897,0.22301,0.00000,0.96464
71.00000,0.01497,0.14931,0.26950,0.28125,0.00000,0.44003
71.50000,0.03646,0.16801,0.19012,0.19190,0.00000,0.97999
72.00000,0.01691,0.18900,0.23977,0.33065,0.00000,0.47486
72.50000,0.04584,0.20713,0.30849,0.31796,0.00000,0.99851
73.00000,0.01670,0.12655,0.37565,0.41091,0.00000,0.42289
73.50000,0.03841,0.19809,0.33389,0.34272,0.00000,0.98925
74.00000,0.01318,0.15935,0.21197,0.24781,0.00000,0.44627
74.50000,0.03344,0.20266,0.30077,0.30548,0.00000,0.97394
75.00000,0.02345,0.22056,0.33400,0.39590,0.00000,0.57058
75.50000,0.00080,0.00251,0.00288,0.00309,0.00207,0.18618
76.00000,0.02805,0.14774,0.18695,0.18821,0.00000,0.99767
76.50000,0.00984,0.08574,0.20023,0.28196,0.00000,0.41098
77.00000,0.04375,0.25281,0.37600,0.39976,0.00000,0.99856
77.50000,0.02810,0.24803,0.43978,0.55071,0.00000,0.49837
78.00000,0.02828,0.15234,0.22602,0.29333,0.00000,0.99827
78.50000,0.01255,0.13429,0.24890,0.32500,0.00000,0.45639
79.00000,0.02961,0.17620,0.19775,0.20757,0.00000,0.98568
79.50000,0.01422,0.15813,0.26628,0.46830,0.00000,0.51543
80.00000,0.00078,0.00209,0.00300,0.00404,0.00182,0.20496
80.50000,0.02274,0.12360,0.21469,0.22854,0.00000,0.98562
81.00000,0.02209,0.23457,0.39467,0.40322,0.00000,0.51686
81.50000,0.00076,0.00198,0.00232,0.00257,0.00159,0.17697
82.00000,0.03267,0.16166,0.19892,0.23601,0.00000,0.99216
82.50000,0.01124,0.11663,0.18416,0.35611,0.00000,0.36527
83.00000,0.03735,0.18168,0.20494,0.23556,0.00000,0.96268
83.50000,0.01187,0.14853,0.21978,0.32644,0.00000,0.44848
84.00000,0.02900,0.12924,0.19321,0.27044,0.00000,0.99961
84.50000,0.00745,0.00316,0.16084,0.26598,0.00132,0.34875
85.00000,0.01992,0.09755,0.16621,0.17593,0.00010,0.95922
85.50000,0.00365,0.00259,0.08681,0.09930,0.00132,0.32780
86.00000,0.03502,0.19688,0.21392,0.22975,0.00000,0.99787
86.50000,0.01915,0.17074,0.36017,0.45613,0.00000,0.43644
87.00000,0.03262,0.21215,0.26879,0.34775,0.00000,0.99358
87.50000,0.01651,0.18800,0.25061,0.36709,0.00000,0.46763
