0.14644,0.14429,0.00215
0.16048,0.14855,0.01193
0.29630,0.29446,0.00184
0.60254,0.59691,0.00562
0.69097,0.68406,0.00691
0.78231,0.77628,0.00602
0.81374,0.80403,0.00971
0.86719,0.85317,0.01402
0.95356,0.95346,0.00010
1.03920,1.01942,0.01978
1.06297,1.05438,0.00858
1.27692,1.27170,0.00522
1.35280,1.34101,0.01179
1.45994,1.44297,0.01697
1.56422,1.55459,0.00964
1.76284,1.75097,0.01186
1.90554,1.88016,0.02538
1.95697,1.93077,0.02620
1.98842,1.97959,0.00883
1.99704,1.95959,0.03745
2.02713,2.02703,0.00010
2.04746,2.04618,0.00128
2.06941,2.06314,0.00626
2.09019,2.07277,0.01742
2.34455,2.33026,0.01429
2.52230,2.52012,0.00218
2.69814,2.69058,0.00756
2.91714,2.91129,0.00585
3.02049,3.01685,0.00364
3.04527,3.02427,0.02100
3.07730,3.06583,0.01147
3.23678,3.22879,0.00798
3.28721,3.27984,0.00737
3.51151,3.50260,0.00892
3.57545,3.55916,0.01629
3.69693,3.69185,0.00508
3.71269,3.70545,0.00724
4.04961,4.03734,0.01227
4.14981,4.13876,0.01104
4.20243,4.18809,0.01434
4.26552,4.26542,0.00010
4.30797,4.29675,0.01123
4.33287,4.33277,0.00010
4.44557,4.44200,0.00357
4.50191,4.49393,0.00798
4.52388,4.50833,0.01555
4.54396,4.54184,0.00213
4.80987,4.80977,0.00010
4.81163,4.78977,0.02185
4.82955,4.82408,0.00547
4.85422,4.84255,0.01167
5.01500,5.01273,0.00227
5.25940,5.24969,0.00972
5.27006,5.26996,0.00010
5.42753,5.42743,0.00010
5.48824,5.47888,0.00936
5.53904,5.53101,0.00803
5.66763,5.66319,0.00443
5.82619,5.82190,0.00429
5.86954,5.86762,0.00192
6.23174,6.22256,0.00918
6.25243,6.25233,0.00010
6.33626,6.32598,0.01027
6.40371,6.38936,0.01436
6.57232,6.56878,0.00354
6.57256,6.57246,0.00010
6.67590,6.65529,0.02061
6.69905,6.69895,0.00010
6.89083,6.87210,0.01873
6.95540,6.94973,0.00567
7.10340,7.09972,0.00367
7.16784,7.16774,0.00010
7.27477,7.27070,0.00407
7.30165,7.29461,0.00704
7.38111,7.36890,0.01221
