0.16145,0.14429,0.01715,0.00000
0.30639,0.29446,0.01193,0.00000
0.61609,0.59691,0.01917,0.05817
0.68968,0.68406,0.00562,0.05817
0.86508,0.86020,0.00489,0.05817
0.94141,0.94032,0.00109,0.05817
1.07444,1.05438,0.02006,0.06155
1.14449,1.13046,0.01402,0.06155
1.46313,1.44297,0.02016,0.06155
1.54910,1.54900,0.00010,0.10847
1.55469,1.55459,0.00010,0.10847
1.57586,1.55686,0.01901,0.10847
1.59821,1.59811,0.00010,0.10847
1.88538,1.88016,0.00522,0.10847
2.12019,2.10249,0.01770,0.04906
2.46990,2.46503,0.00487,0.04906
2.59731,2.58971,0.00759,0.04514
2.66832,2.65868,0.00964,0.04514
2.69036,2.68122,0.00914,0.04514
2.86694,2.85507,0.01186,0.04514
3.14310,3.13113,0.01197,0.07647
3.20079,3.19475,0.00604,0.07647
3.22977,3.21175,0.01802,0.07647
3.27571,3.27005,0.00566,0.07647
3.70433,3.69583,0.00850,0.08337
3.98357,3.97697,0.00660,0.08337
4.00361,3.99486,0.00875,0.04049
4.01163,4.00537,0.00626,0.04049
4.05394,4.05384,0.00010,0.04049
4.19455,4.16232,0.03223,0.04049
4.21901,4.21891,0.00010,0.04049
4.27465,4.27248,0.00218,0.04049
4.41109,4.40696,0.00413,0.04049
4.41866,4.41109,0.00756,0.04049
4.59865,4.58500,0.01366,0.11235
4.74391,4.73737,0.00654,0.11235
4.95686,4.95153,0.00533,0.11235
5.00827,4.98727,0.02100,0.07652
5.08890,5.07200,0.01691,0.07652
5.12141,5.10994,0.01147,0.07652
5.24629,5.23257,0.01371,0.07652
5.25365,5.24629,0.00737,0.07652
5.25770,5.25496,0.00275,0.07652
5.32539,5.31601,0.00939,0.07652
5.33725,5.33715,0.00010,0.07652
5.50059,5.49552,0.00508,0.14888
5.51757,5.50911,0.00846,0.14888
5.65245,5.64520,0.00724,0.14888
5.68018,5.68008,0.00010,0.14888
5.70998,5.70884,0.00114,0.14888
5.88985,5.88975,0.00010,0.14888
6.04162,6.02728,0.01434,0.03527
6.10396,6.07852,0.02544,0.03527
6.24759,6.24749,0.00010,0.03527
6.28129,6.28119,0.00010,0.03527
6.29463,6.28340,0.01123,0.03527
6.31518,6.29922,0.01596,0.03527
6.35868,6.34086,0.01782,0.03527
6.48372,6.48059,0.00313,0.03527
6.55668,6.54870,0.00798,0.17624
6.59670,6.59660,0.00010,0.17624
6.80859,6.80647,0.00213,0.17624
6.81781,6.81771,0.00010,0.17624
7.08358,7.06183,0.02175,0.02061
7.40959,7.40949,0.00010,0.02061
7.54633,7.54086,0.00547,0.04371
7.69574,7.69564,0.00010,0.04371
7.74785,7.72951,0.01833,0.04371
7.76479,7.74785,0.01694,0.04371
7.81082,7.80426,0.00656,0.04371
8.07578,8.05703,0.01875,0.09482
8.12526,8.11952,0.00575,0.09482
8.19040,8.19030,0.00010,0.09482
8.51365,8.50429,0.00936,0.04920
8.79507,8.79497,0.00010,0.04920
8.86878,8.86652,0.00226,0.04920
9.00556,8.98354,0.02202,0.05638
9.03639,9.03210,0.00429,0.05638
9.16236,9.16226,0.00010,0.05638
9.17042,9.16850,0.00192,0.05638
9.20873,9.19838,0.01035,0.05638
9.43286,9.43276,0.00010,0.05638
9.49000,9.48990,0.00010,0.05638
9.52330,9.50641,0.01689,0.04483
9.59797,9.59787,0.00010,0.04483
9.83719,9.83365,0.00354,0.04483
9.97336,9.95618,0.01718,0.04483
10.06124,10.06114,0.00010,0.07543
10.58950,10.55947,0.03003,0.00020
11.18274,11.18264,0.00010,0.06006
11.28134,11.26324,0.01809,0.06006
11.37332,11.35459,0.01873,0.06006
11.41999,11.40197,0.01802,0.06006
11.51179,11.50852,0.00327,0.10990
11.54781,11.53650,0.01131,0.10990
11.57257,11.57247,0.00010,0.10990
11.72150,11.72140,0.00010,0.10990
11.76345,11.75938,0.00407,0.10990
11.93168,11.92369,0.00799,0.10990
12.10369,12.10007,0.00362,0.05367
12.15295,12.15285,0.00010,0.05367
12.21551,12.21541,0.00010,0.05367
12.39328,12.39318,0.00010,0.05367
12.39529,12.39519,0.00010,0.05367
12.45923,12.44268,0.01655,0.05367
12.72787,12.71135,0.01653,0.04114
12.82163,12.80462,0.01700,0.04114
12.98668,12.97819,0.00848,0.04114
13.03751,13.03741,0.00010,0.08403
13.28787,13.27515,0.01271,0.08403
13.41841,13.41831,0.00010,0.08403
13.46998,13.45997,0.01001,0.08403
13.50336,13.48721,0.01615,0.07142
13.63879,13.63869,0.00010,0.07142
13.93623,13.93613,0.00010,0.07142
14.01169,14.01159,0.00010,0.00711
14.07138,14.07128,0.00010,0.00711
14.09235,14.09225,0.00010,0.00711
14.12616,14.11361,0.01255,0.00711
14.20615,14.20605,0.00010,0.00711
14.35679,14.35669,0.00010,0.00711
14.47737,14.45530,0.02207,0.00711
14.50023,14.49432,0.00591,0.08160
14.54528,14.53631,0.00896,0.08160
14.67481,14.64565,0.02916,0.08160
14.76851,14.76150,0.00701,0.08160
14.88650,14.87942,0.00708,0.08160
14.99353,14.98778,0.00576,0.08160
15.16373,15.14139,0.02234,0.11640
15.51443,15.50336,0.01107,0.04468
15.65934,15.63811,0.02123,0.04468
15.76397,15.74248,0.02148,0.04468
15.85831,15.84159,0.01671,0.04468
15.92929,15.91025,0.01904,0.04468
15.94137,15.92998,0.01139,0.04468
15.96595,15.96585,0.00010,0.04468
16.10648,16.10638,0.00010,0.20206
16.13141,16.11600,0.01541,0.20206
16.14526,16.13141,0.01385,0.20206
16.38578,16.38308,0.00270,0.20206
16.40747,16.38676,0.02071,0.20206
16.52095,16.52085,0.00010,0.10555
16.84530,16.83741,0.00790,0.10555
16.99108,16.98458,0.00650,0.10555
17.04522,17.03753,0.00769,0.02900
17.13874,17.13864,0.00010,0.02900
17.16796,17.15868,0.00928,0.02900
17.22494,17.22335,0.00159,0.02900
17.39087,17.39017,0.00070,0.02900
17.43062,17.42790,0.00272,0.02900
17.50855,17.50092,0.00763,0.04416
17.60632,17.59444,0.01188,0.04416
18.18059,18.15380,0.02679,0.03903
18.23445,18.22500,0.00945,0.03903
18.35697,18.34059,0.01638,0.03903
18.52012,18.49497,0.02515,0.11531
18.59406,18.59197,0.00209,0.11531
18.60851,18.60841,0.00010,0.11531
18.65650,18.63491,0.02158,0.11531
18.68189,18.66495,0.01694,0.11531
18.79712,18.78959,0.00753,0.11531
18.91348,18.90069,0.01279,0.11531
18.94583,18.94573,0.00010,0.11531
18.98895,18.98568,0.00327,0.11531
19.06467,19.05781,0.00685,0.16905
19.20667,19.20657,0.00010,0.16905
19.29730,19.27140,0.02590,0.16905
19.50475,19.49480,0.00995,0.07611
19.56275,19.56265,0.00010,0.07611
19.66642,19.66282,0.00359,0.07611
20.13319,20.13309,0.00010,0.01689
20.14653,20.14106,0.00547,0.01689
20.22588,20.21337,0.01250,0.01689
20.32131,20.30530,0.01602,0.01689
20.40864,20.38467,0.02396,0.01689
20.81444,20.80444,0.01000,0.11611
20.91944,20.91934,0.00010,0.11611
21.10011,21.10001,0.00010,0.02020
21.14258,21.12634,0.01624,0.02020
21.24963,21.22504,0.02460,0.02020
21.30186,21.29165,0.01021,0.02020
21.34933,21.32410,0.02523,0.02020
21.37504,21.36393,0.01111,0.02020
21.40388,21.40378,0.00010,0.02020
21.74659,21.74344,0.00314,0.17516
21.80149,21.77952,0.02197,0.17516
21.86594,21.84882,0.01712,0.17516
21.94398,21.93601,0.00797,0.17516
22.08203,22.08118,0.00085,0.10039
22.11365,22.11355,0.00010,0.10039
22.22101,22.20837,0.01264,0.10039
22.25590,22.25580,0.00010,0.10039
22.30455,22.30340,0.00115,0.10039
22.33684,22.32838,0.00846,0.10039
22.59471,22.58610,0.00861,0.04659
22.66470,22.62492,0.03978,0.04659
22.66913,22.64492,0.02422,0.04659
22.75309,22.75034,0.00275,0.04659
22.76049,22.75309,0.00740,0.04659
23.00511,22.99677,0.00834,0.13243
23.19497,23.18419,0.01078,0.13243
23.19991,23.19665,0.00325,0.13243
23.22272,23.21568,0.00704,0.13243
23.40132,23.38378,0.01754,0.13243
23.55225,23.54925,0.00300,0.08744
23.66489,23.65192,0.01297,0.08744
23.82157,23.79817,0.02340,0.08744
24.23290,24.22178,0.01112,0.07875
24.40693,24.40662,0.00031,0.07875
24.46920,24.45065,0.01856,0.07875
24.58167,24.58027,0.00139,0.05997
